0.0,0.114,0.206,0.168,0.283,0.369,0.379,0.36,
0.114,0.0,0.179,0.176,0.271,0.396,0.371,0.375,
0.206,0.179,0.0,0.0599,0.0921,0.233,0.191,0.204,
0.168,0.176,0.0599,0.0,0.115,0.22,0.211,0.202,
0.283,0.271,0.0921,0.115,0.0,0.155,0.0999,0.119,
0.369,0.396,0.233,0.22,0.155,0.0,0.118,0.0428,
0.379,0.371,0.191,0.211,0.0999,0.118,0.0,0.076,
0.36,0.375,0.204,0.202,0.119,0.0428,0.076,0.0,
