0.0,0.102,0.198,0.153,0.26,0.332,0.342,0.321,
0.102,0.0,0.161,0.168,0.244,0.377,0.333,0.35,
0.198,0.161,0.0,0.0559,0.084,0.231,0.172,0.198,
0.153,0.168,0.0559,0.0,0.107,0.209,0.19,0.184,
0.26,0.244,0.084,0.107,0.0,0.153,0.0892,0.119,
0.332,0.377,0.231,0.209,0.153,0.0,0.105,0.0385,
0.342,0.333,0.172,0.19,0.0892,0.105,0.0,0.0686,
0.321,0.35,0.198,0.184,0.119,0.0385,0.0686,0.0,
