0.0,0.161,0.259,0.231,0.386,0.517,0.527,0.509,
0.161,0.0,0.252,0.224,0.379,0.51,0.52,0.502,
0.259,0.252,0.0,0.08,0.127,0.258,0.268,0.25,
0.231,0.224,0.08,0.0,0.155,0.286,0.296,0.278,
0.386,0.379,0.127,0.155,0.0,0.175,0.141,0.123,
0.517,0.51,0.258,0.286,0.175,0.0,0.166,0.06,
0.527,0.52,0.268,0.296,0.141,0.166,0.0,0.106,
0.509,0.502,0.25,0.278,0.123,0.06,0.106,0.0,
